po_line_id,po_number,supplier_id,part_id,plant_id,source_id,order_date,requested_date,promised_date,qty_ordered,unit_price,currency
POL0000240,4500035,S0034,PN00244,P500,SRC000759,2026-03-06,2026-03-20,2026-03-22,113,73.03,USD
POL0000241,4500035,S0025,PN00347,P600,SRC001081,2025-01-13,2025-01-29,2025-02-03,28,16.44,USD
POL0000242,4500035,S0058,PN00399,P100,SRC001229,2025-09-03,2025-09-12,2025-09-12,147,40.03,USD
POL0000243,4500035,S0002,PN00107,P500,SRC000311,2025-03-18,2025-04-22,2025-04-22,500,74.02,USD
POL0000244,4500035,S0023,PN00118,P600,SRC000354,2025-08-29,2025-10-28,2025-10-30,183,17.78,USD
POL0000245,4500035,S0049,PN00151,P400,SRC000451,2025-04-02,2025-05-08,2025-05-08,95,43.45,USD
POL0000246,4500036,S0048,PN00185,P200,SRC000559,2025-12-30,2026-02-05,2026-02-05,127,15.56,USD
POL0000247,4500036,S0045,PN00164,P100,SRC000495,2025-09-26,2025-10-04,2025-10-06,54,18.68,USD
POL0000248,4500036,S0042,PN00153,P600,SRC000460,2025-07-11,2025-07-28,2025-07-28,500,111.58,USD
POL0000249,4500036,S0050,PN00123,P400,SRC000373,2025-05-06,2025-06-09,2025-06-09,100,26.56,USD
POL0000250,4500036,S0040,PN00121,P300,SRC000362,2025-01-28,2025-04-13,2025-04-13,83,52.89,USD
POL0000251,4500036,S0001,PN00143,P500,SRC000434,2025-04-10,2025-06-21,2025-06-21,133,18.86,USD
POL0000252,4500036,S0011,PN00020,P500,SRC000062,2025-09-22,2025-11-23,2025-11-28,500,13.51,USD
POL0000253,4500037,S0031,PN00134,P600,SRC000405,2026-01-01,2026-02-27,2026-03-01,500,98.7,USD
POL0000254,4500037,S0044,PN00171,P100,SRC000512,2025-04-10,2025-06-08,2025-06-10,71,65.79,USD
POL0000255,4500037,S0031,PN00369,P600,SRC001141,2025-09-10,2025-11-23,2025-11-23,500,35.51,USD
POL0000256,4500037,S0060,PN00269,P200,SRC000841,2026-01-02,2026-02-17,2026-02-22,93,211.54,USD
POL0000257,4500037,S0046,PN00218,P200,SRC000665,2025-07-05,2025-09-10,2025-09-12,159,95.27,USD
POL0000258,4500037,S0051,PN00319,P100,SRC001013,2025-03-20,2025-05-08,2025-05-10,86,28.37,USD
POL0000259,4500037,S0014,PN00241,P400,SRC000753,2025-03-26,2025-05-14,2025-05-14,44,37.72,USD
POL0000260,4500038,S0059,PN00276,P200,SRC000860,2025-03-19,2025-04-25,2025-04-25,50,40.18,USD
POL0000261,4500038,S0013,PN00243,P300,SRC000757,2026-02-25,2026-03-16,2026-03-16,500,58.55,USD
POL0000262,4500038,S0038,PN00092,P600,SRC000276,2025-05-26,2025-07-08,2025-07-08,72,24.47,USD
POL0000263,4500038,S0028,PN00392,P100,SRC001215,2025-06-08,2025-07-20,2025-07-20,43,15.86,USD
POL0000264,4500038,S0012,PN00271,P200,SRC000847,2025-10-24,2025-11-09,2025-11-09,153,21.42,USD
POL0000265,4500038,S0058,PN00159,P100,SRC000476,2025-06-26,2025-07-03,2025-07-03,178,24.74,USD
POL0000266,4500038,S0022,PN00172,P100,SRC000518,2025-06-11,2025-07-13,2025-07-18,500,35.39,USD
POL0000267,4500039,S0044,PN00199,P300,SRC000612,2025-05-23,2025-07-16,2025-07-16,151,207.61,USD
POL0000268,4500039,S0009,PN00292,P400,SRC000922,2025-05-21,2025-06-04,2025-06-09,500,9.51,USD
POL0000269,4500039,S0056,PN00188,P500,SRC000571,2026-03-29,2026-05-26,2026-05-31,324,15.31,USD
POL0000270,4500039,S0055,PN00214,P100,SRC000653,2025-01-21,2025-02-08,2025-02-08,277,25.65,USD
POL0000271,4500039,S0035,PN00288,P300,SRC000910,2026-01-28,2026-02-12,2026-02-12,269,22.28,USD
POL0000272,4500039,S0016,PN00134,P200,SRC000403,2025-05-06,2025-06-15,2025-06-17,142,92.67,USD
POL0000273,4500039,S0033,PN00373,P300,SRC001158,2025-05-03,2025-07-16,2025-07-16,578,80.06,USD
POL0000274,4500040,S0030,PN00386,P300,SRC001198,2026-01-28,2026-04-09,2026-04-09,57,62.0,USD
POL0000275,4500040,S0046,PN00302,P300,SRC000964,2025-07-26,2025-08-06,2025-08-06,100,18.39,USD
POL0000276,4500040,S0049,PN00253,P100,SRC000792,2025-04-12,2025-04-19,2025-04-19,99,19.87,USD
POL0000277,4500040,S0020,PN00039,P100,SRC000117,2025-09-24,2025-12-08,2025-12-13,220,60.24,USD
POL0000278,4500040,S0057,PN00324,P300,SRC001021,2025-05-31,2025-06-14,2025-06-14,45,25.71,USD
POL0000279,4500040,S0049,PN00010,P600,SRC000027,2025-05-26,2025-07-12,2025-07-12,55,86.24,USD
POL0000280,4500040,S0011,PN00020,P600,SRC000060,2025-06-09,2025-06-23,2025-06-28,176,12.13,USD
POL0000281,4500041,S0005,PN00028,P400,SRC000081,2025-10-29,2025-11-15,2025-11-15,500,25.94,USD
POL0000282,4500041,S0053,PN00366,P300,SRC001130,2025-12-25,2026-02-27,2026-02-27,108,14.48,USD
POL0000283,4500041,S0028,PN00287,P600,SRC000906,2026-03-08,2026-03-28,2026-03-28,88,46.25,USD
POL0000284,4500041,S0054,PN00172,P400,SRC000514,2025-11-28,2026-01-27,2026-02-01,77,40.01,USD
POL0000285,4500041,S0045,PN00017,P300,SRC000049,2025-05-08,2025-07-05,2025-07-05,245,35.3,USD
POL0000286,4500041,S0048,PN00181,P400,SRC000550,2025-03-17,2025-04-26,2025-04-26,500,13.88,USD
POL0000287,4500041,S0006,PN00338,P100,SRC001061,2025-12-06,2025-12-17,2025-12-17,68,22.58,USD
POL0000288,4500042,S0047,PN00045,P500,SRC000132,2025-05-28,2025-07-07,2025-07-07,100,19.46,USD
POL0000289,4500042,S0014,PN00192,P500,SRC000587,2025-07-19,2025-09-19,2025-09-19,49,29.85,USD
POL0000290,4500042,S0014,PN00283,P500,SRC000896,2025-09-25,2025-12-01,2025-12-01,500,6.78,USD
POL0000291,4500042,S0052,PN00296,P300,SRC000939,2025-12-09,2025-12-19,2025-12-24,283,61.14,USD
POL0000292,4500042,S0031,PN00080,P400,SRC000246,2025-07-25,2025-09-05,2025-09-10,103,32.92,USD
POL0000293,4500042,S0033,PN00380,P100,SRC001183,2025-01-09,2025-03-20,2025-03-20,45,48.94,USD
POL0000294,4500042,S0058,PN00116,P300,SRC000343,2025-10-29,2025-12-08,2025-12-10,402,30.95,USD
POL0000295,4500043,S0052,PN00296,P300,SRC000939,2026-01-09,2026-01-19,2026-01-19,283,61.49,USD
POL0000296,4500043,S0060,PN00145,P100,SRC000438,2025-08-20,2025-09-07,2025-09-12,20,5.42,USD
POL0000297,4500043,S0043,PN00053,P600,SRC000164,2025-03-02,2025-04-06,2025-04-06,500,98.41,USD
POL0000298,4500043,S0047,PN00070,P600,SRC000221,2026-03-08,2026-05-01,2026-05-03,56,53.97,USD
POL0000299,4500043,S0053,PN00381,P400,SRC001189,2025-10-27,2026-01-05,2026-01-05,168,48.47,USD
POL0000300,4500043,S0007,PN00370,P500,SRC001142,2026-02-13,2026-04-21,2026-04-21,500,29.63,USD
POL0000301,4500043,S0011,PN00047,P600,SRC000135,2025-09-03,2025-09-11,2025-09-13,500,259.75,USD
POL0000302,4500044,S0023,PN00352,P100,SRC001090,2025-05-04,2025-06-11,2025-06-16,100,12.22,USD
POL0000303,4500044,S0053,PN00247,P200,SRC000769,2025-02-06,2025-02-22,2025-02-24,175,6.03,USD
POL0000304,4500044,S0018,PN00272,P600,SRC000851,2026-03-18,2026-04-22,2026-04-22,224,13.99,USD
POL0000305,4500044,S0032,PN00239,P300,SRC000745,2026-01-04,2026-02-25,2026-02-25,238,14.54,USD
POL0000306,4500044,S0051,PN00300,P100,SRC000951,2025-03-19,2025-04-24,2025-04-24,168,21.87,USD
POL0000307,4500044,S0009,PN00103,P300,SRC000300,2025-06-26,2025-07-10,2025-07-10,62,73.14,USD
POL0000308,4500044,S0028,PN00306,P400,SRC000979,2025-07-12,2025-07-19,2025-07-19,500,427.9,USD
POL0000309,4500045,S0028,PN00303,P200,SRC000968,2026-03-15,2026-04-19,2026-04-24,64,23.77,USD
POL0000310,4500045,S0042,PN00254,P200,SRC000793,2025-10-08,2025-12-20,2025-12-22,500,32.0,USD
POL0000311,4500045,S0001,PN00245,P100,SRC000763,2025-06-01,2025-07-25,2025-07-25,97,1.09,USD
POL0000312,4500045,S0032,PN00177,P600,SRC000528,2025-02-23,2025-04-02,2025-04-02,209,14.25,USD
POL0000313,4500045,S0031,PN00076,P300,SRC000232,2026-02-08,2026-03-23,2026-03-23,145,4.26,USD
POL0000314,4500045,S0026,PN00365,P300,SRC001129,2025-01-12,2025-03-21,2025-03-21,148,26.78,USD
POL0000315,4500045,S0005,PN00138,P300,SRC000418,2025-05-29,2025-06-10,2025-06-10,53,6.35,USD
POL0000316,4500046,S0005,PN00316,P500,SRC001003,2025-02-16,2025-03-27,2025-03-27,153,63.38,USD
POL0000317,4500046,S0006,PN00338,P100,SRC001061,2026-02-03,2026-02-14,2026-02-19,169,21.72,USD
POL0000318,4500046,S0037,PN00236,P500,SRC000735,2026-01-07,2026-02-11,2026-02-13,135,38.55,USD
POL0000319,4500046,S0041,PN00217,P200,SRC000662,2025-04-26,2025-05-13,2025-05-13,100,170.5,USD
POL0000320,4500046,S0007,PN00183,P300,SRC000554,2025-06-21,2025-08-01,2025-08-01,500,31.33,USD
POL0000321,4500046,S0021,PN00308,P400,SRC000988,2025-05-02,2025-06-26,2025-06-28,256,24.06,USD
POL0000322,4500046,S0016,PN00240,P500,SRC000749,2026-02-23,2026-03-10,2026-03-10,100,47.34,USD
POL0000323,4500047,S0028,PN00392,P500,SRC001214,2026-03-02,2026-04-28,2026-04-28,50,15.28,USD
POL0000324,4500047,S0002,PN00152,P600,SRC000458,2026-01-06,2026-03-18,2026-03-18,72,175.0,USD
POL0000325,4500047,S0022,PN00066,P100,SRC000208,2026-01-23,2026-03-10,2026-03-15,190,19.8,USD
POL0000326,4500047,S0028,PN00287,P600,SRC000906,2025-12-14,2026-01-03,2026-01-05,27,45.07,USD
POL0000327,4500047,S0011,PN00355,P100,SRC001096,2025-02-25,2025-04-15,2025-04-15,15,41.7,USD
POL0000328,4500047,S0013,PN00298,P200,SRC000947,2025-01-16,2025-03-14,2025-03-16,100,187.49,USD
POL0000329,4500047,S0057,PN00353,P100,SRC001092,2025-03-02,2025-05-12,2025-05-12,321,21.44,USD
POL0000330,4500048,S0027,PN00305,P500,SRC000976,2025-07-15,2025-08-17,2025-08-22,100,9.6,USD
POL0000331,4500048,S0057,PN00293,P500,SRC000932,2025-05-09,2025-07-06,2025-07-06,169,45.2,USD
POL0000332,4500048,S0038,PN00092,P600,SRC000276,2025-01-04,2025-02-16,2025-02-21,77,26.08,USD
POL0000333,4500048,S0038,PN00212,P500,SRC000648,2025-11-10,2025-12-31,2025-12-31,50,8.6,USD
POL0000334,4500048,S0035,PN00166,P200,SRC000504,2025-03-15,2025-04-17,2025-04-17,134,33.91,USD
POL0000335,4500048,S0017,PN00163,P600,SRC000494,2026-03-18,2026-04-27,2026-04-29,500,15.34,USD
POL0000336,4500048,S0043,PN00371,P100,SRC001151,2025-02-04,2025-03-29,2025-03-29,124,38.98,USD
POL0000337,4500049,S0018,PN00364,P400,SRC001128,2025-07-25,2025-09-18,2025-09-18,100,17.54,USD
POL0000338,4500049,S0021,PN00053,P500,SRC000160,2025-09-11,2025-10-13,2025-10-18,500,91.16,USD
POL0000339,4500049,S0060,PN00132,P500,SRC000395,2025-03-14,2025-05-08,2025-05-10,66,21.65,USD
POL0000340,4500049,S0011,PN00200,P300,SRC000618,2025-09-20,2025-10-07,2025-10-07,320,25.52,USD
POL0000341,4500049,S0035,PN00095,P500,SRC000286,2026-02-26,2026-05-10,2026-05-15,500,13.54,USD
POL0000342,4500049,S0024,PN00233,P100,SRC000727,2026-01-04,2026-01-12,2026-01-14,100,17.96,USD
POL0000343,4500049,S0013,PN00298,P200,SRC000947,2025-07-12,2025-09-07,2025-09-12,100,181.03,USD
POL0000344,4500050,S0041,PN00217,P200,SRC000662,2025-08-18,2025-09-04,2025-09-04,138,160.4,USD
POL0000345,4500050,S0034,PN00379,P600,SRC001181,2025-10-13,2025-12-23,2025-12-28,104,48.86,USD
POL0000346,4500050,S0027,PN00013,P100,SRC000041,2025-11-06,2026-01-13,2026-01-13,146,136.28,USD
POL0000347,4500050,S0040,PN00206,P300,SRC000632,2025-11-19,2025-12-26,2025-12-26,119,73.62,USD
POL0000348,4500050,S0013,PN00182,P400,SRC000551,2025-09-02,2025-09-18,2025-09-18,621,21.09,USD
POL0000349,4500050,S0048,PN00001,P100,SRC000001,2025-11-26,2025-12-15,2025-12-15,300,32.79,USD
POL0000350,4500050,S0034,PN00227,P500,SRC000701,2025-01-16,2025-02-05,2025-02-05,500,96.33,USD
POL0000351,4500051,S0002,PN00241,P400,SRC000754,2025-04-06,2025-06-17,2025-06-17,111,35.64,USD
POL0000352,4500051,S0024,PN00033,P500,SRC000097,2025-12-15,2026-02-05,2026-02-05,14,47.49,USD
POL0000353,4500051,S0005,PN00109,P600,SRC000320,2025-07-17,2025-07-28,2025-08-02,100,17.58,USD
POL0000354,4500051,S0035,PN00327,P600,SRC001032,2025-09-04,2025-09-14,2025-09-19,87,69.56,USD
POL0000355,4500051,S0026,PN00044,P500,SRC000129,2026-01-09,2026-03-25,2026-03-25,17,14.63,USD
POL0000356,4500051,S0018,PN00110,P500,SRC000326,2026-03-10,2026-04-28,2026-04-28,500,46.96,USD
POL0000357,4500051,S0040,PN00331,P200,SRC001045,2025-09-27,2025-10-11,2025-10-16,190,16.81,USD
POL0000358,4500052,S0013,PN00182,P500,SRC000553,2025-08-15,2025-09-27,2025-09-27,500,22.14,USD
POL0000359,4500052,S0013,PN00243,P300,SRC000757,2025-04-02,2025-04-21,2025-04-26,500,58.89,USD
POL0000360,4500052,S0051,PN00029,P500,SRC000088,2025-05-02,2025-06-27,2025-06-27,276,73.09,USD
POL0000361,4500052,S0050,PN00208,P500,SRC000639,2025-11-12,2025-12-21,2025-12-23,59,51.33,USD
POL0000362,4500052,S0034,PN00168,P400,SRC000507,2026-01-18,2026-03-07,2026-03-07,201,37.47,USD
POL0000363,4500052,S0016,PN00080,P400,SRC000247,2025-03-15,2025-05-27,2025-05-27,143,35.38,USD
POL0000364,4500052,S0022,PN00066,P100,SRC000208,2025-08-30,2025-10-15,2025-10-17,100,19.5,USD
POL0000365,4500053,S0029,PN00133,P600,SRC000399,2025-11-13,2026-01-22,2026-01-22,96,20.28,USD
POL0000366,4500053,S0006,PN00255,P100,SRC000795,2025-03-31,2025-04-07,2025-04-07,100,86.57,USD
POL0000367,4500053,S0049,PN00229,P200,SRC000710,2025-10-18,2025-11-21,2025-11-26,50,59.23,USD
POL0000368,4500053,S0014,PN00357,P300,SRC001102,2025-06-16,2025-08-17,2025-08-17,130,21.11,USD
POL0000369,4500053,S0034,PN00332,P300,SRC001050,2025-10-26,2025-12-28,2025-12-30,81,75.35,USD
POL0000370,4500053,S0040,PN00230,P200,SRC000714,2025-10-13,2025-10-31,2025-11-05,59,53.32,USD
POL0000371,4500053,S0046,PN00018,P100,SRC000055,2026-01-25,2026-04-06,2026-04-11,100,14.55,USD
POL0000372,4500054,S0045,PN00207,P400,SRC000634,2025-04-05,2025-06-03,2025-06-03,500,138.13,USD
POL0000373,4500054,S0026,PN00186,P500,SRC000567,2025-06-27,2025-08-26,2025-08-26,348,75.23,USD
POL0000374,4500054,S0016,PN00080,P600,SRC000245,2025-05-22,2025-07-31,2025-08-05,30,32.0,USD
POL0000375,4500054,S0047,PN00019,P100,SRC000059,2025-03-19,2025-04-23,2025-04-23,50,23.54,USD
POL0000376,4500054,S0013,PN00286,P500,SRC000905,2025-01-19,2025-03-03,2025-03-03,107,24.35,USD
POL0000377,4500054,S0039,PN00117,P600,SRC000346,2025-02-21,2025-03-14,2025-03-14,22,35.28,USD
POL0000378,4500054,S0023,PN00118,P200,SRC000352,2025-03-07,2025-03-15,2025-03-15,282,18.35,USD
POL0000379,4500055,S0008,PN00140,P600,SRC000425,2026-02-03,2026-03-09,2026-03-14,89,40.99,USD
POL0000380,4500055,S0001,PN00064,P600,SRC000203,2025-04-29,2025-05-06,2025-05-11,89,10.65,USD
POL0000381,4500055,S0010,PN00339,P500,SRC001063,2025-09-29,2025-11-25,2025-11-25,500,6.92,USD
POL0000382,4500055,S0005,PN00148,P100,SRC000445,2025-07-27,2025-10-09,2025-10-11,131,83.39,USD
POL0000383,4500055,S0040,PN00331,P400,SRC001044,2025-05-07,2025-07-06,2025-07-06,87,16.63,USD
POL0000384,4500055,S0016,PN00222,P100,SRC000680,2025-02-21,2025-04-22,2025-04-24,49,67.63,USD
POL0000385,4500055,S0008,PN00278,P400,SRC000869,2025-08-26,2025-09-25,2025-09-25,100,103.37,USD
POL0000386,4500056,S0021,PN00073,P100,SRC000227,2025-09-30,2025-10-17,2025-10-22,139,100.23,USD
POL0000387,4500056,S0033,PN00373,P400,SRC001159,2025-05-11,2025-06-16,2025-06-18,232,78.97,USD
POL0000388,4500056,S0018,PN00169,P600,SRC000508,2025-02-21,2025-04-30,2025-04-30,34,4.87,USD
POL0000389,4500056,S0005,PN00249,P300,SRC000776,2025-05-19,2025-06-02,2025-06-07,122,32.47,USD
POL0000390,4500056,S0058,PN00027,P500,SRC000077,2025-08-26,2025-09-29,2025-10-04,100,237.22,USD
POL0000391,4500056,S0029,PN00193,P100,SRC000592,2025-05-17,2025-06-30,2025-06-30,57,155.92,USD
POL0000392,4500056,S0005,PN00316,P200,SRC001004,2025-02-04,2025-03-31,2025-03-31,40,59.87,USD
POL0000393,4500057,S0001,PN00330,P100,SRC001042,2025-12-05,2026-02-01,2026-02-01,152,8.47,USD
POL0000394,4500057,S0013,PN00182,P200,SRC000552,2025-03-17,2025-05-12,2025-05-12,100,20.34,USD
POL0000395,4500057,S0021,PN00219,P300,SRC000670,2025-07-24,2025-10-03,2025-10-03,65,135.66,USD
POL0000396,4500057,S0043,PN00371,P100,SRC001151,2025-10-04,2025-11-26,2025-11-26,98,36.83,USD
POL0000397,4500057,S0036,PN00035,P200,SRC000102,2025-03-22,2025-04-28,2025-05-03,467,14.36,USD
POL0000398,4500057,S0012,PN00263,P400,SRC000827,2026-03-11,2026-04-23,2026-04-25,114,23.83,USD
POL0000399,4500057,S0016,PN00222,P300,SRC000677,2025-05-08,2025-06-13,2025-06-13,85,77.73,USD
POL0000400,4500058,S0046,PN00018,P500,SRC000056,2025-11-06,2026-01-07,2026-01-09,132,13.38,USD
POL0000401,4500058,S0013,PN00005,P100,SRC000016,2025-10-15,2025-12-26,2025-12-26,500,6.52,USD
POL0000402,4500058,S0013,PN00243,P300,SRC000757,2026-03-27,2026-04-15,2026-04-17,500,59.67,USD
POL0000403,4500058,S0011,PN00131,P400,SRC000394,2025-09-19,2025-10-06,2025-10-06,500,23.74,USD
POL0000404,4500058,S0005,PN00301,P300,SRC000959,2025-03-06,2025-03-17,2025-03-17,122,27.52,USD
POL0000405,4500058,S0015,PN00112,P400,SRC000330,2025-09-22,2025-11-08,2025-11-08,720,9.74,USD
POL0000406,4500058,S0043,PN00053,P600,SRC000164,2025-11-03,2025-12-08,2025-12-08,500,97.86,USD
POL0000407,4500059,S0040,PN00216,P500,SRC000661,2026-01-30,2026-03-24,2026-03-29,153,28.21,USD
POL0000408,4500059,S0011,PN00020,P600,SRC000060,2025-11-01,2025-11-15,2025-11-20,65,12.0,USD
POL0000409,4500059,S0041,PN00223,P100,SRC000685,2025-08-11,2025-09-13,2025-09-15,100,8.55,USD
POL0000410,4500059,S0034,PN00227,P100,SRC000703,2026-02-05,2026-03-19,2026-03-19,38,93.49,USD
POL0000411,4500059,S0044,PN00171,P100,SRC000512,2025-12-25,2026-02-22,2026-02-22,32,62.12,USD
POL0000412,4500059,S0040,PN00121,P600,SRC000360,2026-01-26,2026-04-02,2026-04-04,39,50.11,USD
POL0000413,4500059,S0039,PN00037,P500,SRC000113,2026-03-13,2026-05-01,2026-05-06,160,17.58,USD
POL0000414,4500060,S0036,PN00279,P600,SRC000880,2025-10-14,2025-12-28,2025-12-28,500,42.21,USD
POL0000415,4500060,S0001,PN00176,P600,SRC000527,2025-12-23,2026-01-12,2026-01-17,500,75.16,USD
POL0000416,4500060,S0005,PN00148,P600,SRC000444,2026-01-21,2026-02-03,2026-02-03,78,76.66,USD
POL0000417,4500060,S0037,PN00062,P300,SRC000192,2026-01-01,2026-03-15,2026-03-17,47,7.97,USD
POL0000418,4500060,S0024,PN00101,P400,SRC000297,2025-05-31,2025-07-18,2025-07-18,88,57.02,USD
POL0000419,4500060,S0034,PN00332,P200,SRC001048,2025-11-07,2025-12-16,2025-12-18,27,75.82,USD
POL0000420,4500060,S0034,PN00332,P300,SRC001050,2026-03-28,2026-05-30,2026-05-30,177,77.96,USD
POL0000421,4500061,S0049,PN00085,P200,SRC000258,2025-10-01,2025-12-14,2025-12-14,500,58.51,USD
POL0000422,4500061,S0042,PN00254,P200,SRC000793,2025-03-05,2025-05-17,2025-05-17,500,31.99,USD
POL0000423,4500061,S0023,PN00352,P100,SRC001090,2026-01-27,2026-03-06,2026-03-11,49,11.78,USD
POL0000424,4500061,S0047,PN00070,P600,SRC000221,2025-03-09,2025-05-02,2025-05-02,328,56.36,USD
POL0000425,4500061,S0042,PN00226,P500,SRC000699,2025-03-30,2025-05-08,2025-05-13,173,14.48,USD
POL0000426,4500061,S0038,PN00013,P200,SRC000034,2026-03-07,2026-03-25,2026-03-30,153,132.86,USD
POL0000427,4500061,S0023,PN00118,P600,SRC000354,2026-01-06,2026-03-07,2026-03-07,194,17.03,USD
POL0000428,4500062,S0047,PN00252,P600,SRC000790,2025-04-10,2025-05-11,2025-05-11,500,57.0,USD
POL0000429,4500062,S0022,PN00002,P400,SRC000005,2026-02-23,2026-04-30,2026-04-30,111,35.41,USD
POL0000430,4500062,S0027,PN00256,P100,SRC000797,2025-07-09,2025-08-20,2025-08-20,509,18.21,USD
POL0000431,4500062,S0053,PN00220,P600,SRC000672,2025-05-31,2025-07-31,2025-08-05,50,6.71,USD
POL0000432,4500062,S0031,PN00260,P300,SRC000815,2025-09-06,2025-11-02,2025-11-07,186,70.82,USD
POL0000433,4500062,S0057,PN00277,P400,SRC000866,2025-07-03,2025-07-19,2025-07-21,330,21.01,USD
POL0000434,4500062,S0021,PN00186,P500,SRC000568,2025-06-21,2025-07-31,2025-08-05,81,71.46,USD
POL0000435,4500063,S0051,PN00234,P400,SRC000731,2025-03-12,2025-05-12,2025-05-14,100,50.29,USD
POL0000436,4500063,S0026,PN00043,P400,SRC000127,2025-10-11,2025-12-10,2025-12-10,133,87.68,USD
POL0000437,4500063,S0048,PN00001,P100,SRC000001,2025-10-22,2025-11-10,2025-11-10,113,33.78,USD
POL0000438,4500063,S0057,PN00353,P400,SRC001093,2026-03-30,2026-04-08,2026-04-08,149,24.5,USD
POL0000439,4500063,S0056,PN00194,P200,SRC000594,2025-01-31,2025-02-10,2025-02-10,130,16.56,USD
POL0000440,4500063,S0015,PN00175,P200,SRC000524,2026-01-18,2026-03-27,2026-03-27,138,29.53,USD
POL0000441,4500063,S0028,PN00276,P300,SRC000865,2025-12-01,2025-12-16,2025-12-16,303,38.49,USD
POL0000442,4500064,S0016,PN00341,P400,SRC001069,2025-07-31,2025-09-19,2025-09-19,45,11.99,USD
POL0000443,4500064,S0027,PN00315,P300,SRC001001,2026-02-20,2026-03-05,2026-03-10,125,32.88,USD
POL0000444,4500064,S0053,PN00387,P500,SRC001199,2026-02-06,2026-03-24,2026-03-24,75,10.33,USD
POL0000445,4500064,S0013,PN00182,P400,SRC000551,2025-10-29,2025-11-14,2025-11-19,100,21.21,USD
POL0000446,4500064,S0029,PN00361,P600,SRC001117,2026-03-12,2026-04-19,2026-04-19,77,41.63,USD
POL0000447,4500064,S0005,PN00148,P200,SRC000446,2025-07-23,2025-10-04,2025-10-04,54,90.5,USD
POL0000448,4500064,S0025,PN00262,P200,SRC000822,2025-11-04,2026-01-15,2026-01-15,33,5.38,USD
POL0000449,4500065,S0053,PN00381,P400,SRC001189,2025-01-06,2025-03-17,2025-03-17,120,45.68,USD
POL0000450,4500065,S0057,PN00250,P100,SRC000780,2025-11-13,2026-01-17,2026-01-17,36,11.24,USD
POL0000451,4500065,S0035,PN00095,P300,SRC000284,2026-01-20,2026-02-03,2026-02-03,500,12.27,USD
POL0000452,4500065,S0038,PN00013,P300,SRC000037,2025-04-20,2025-06-29,2025-07-01,222,118.35,USD
POL0000453,4500065,S0021,PN00219,P500,SRC000668,2025-06-27,2025-09-08,2025-09-08,500,130.65,USD
POL0000454,4500065,S0047,PN00362,P400,SRC001118,2025-10-08,2025-12-20,2025-12-20,34,17.21,USD
POL0000455,4500065,S0008,PN00261,P400,SRC000817,2025-10-19,2025-12-03,2025-12-03,500,47.19,USD
POL0000456,4500066,S0006,PN00231,P400,SRC000719,2025-11-18,2026-01-20,2026-01-20,500,17.49,USD
POL0000457,4500066,S0033,PN00380,P300,SRC001185,2025-10-12,2025-12-19,2025-12-21,91,38.68,USD
POL0000458,4500066,S0033,PN00337,P300,SRC001060,2026-03-17,2026-04-30,2026-04-30,100,53.04,USD
POL0000459,4500066,S0023,PN00352,P100,SRC001090,2025-03-14,2025-04-21,2025-04-23,62,11.72,USD
POL0000460,4500066,S0021,PN00073,P600,SRC000226,2025-08-09,2025-10-17,2025-10-17,130,101.76,USD
POL0000461,4500066,S0056,PN00188,P500,SRC000571,2025-08-29,2025-10-26,2025-10-26,122,14.94,USD
POL0000462,4500066,S0053,PN00220,P600,SRC000672,2025-07-12,2025-09-11,2025-09-16,309,6.72,USD
POL0000463,4500067,S0010,PN00054,P600,SRC000165,2025-03-21,2025-05-24,2025-05-24,500,12.69,USD
POL0000464,4500067,S0049,PN00147,P600,SRC000442,2025-11-05,2025-12-14,2025-12-14,209,82.09,USD
POL0000465,4500067,S0009,PN00371,P400,SRC001147,2025-12-23,2026-01-10,2026-01-10,25,29.97,USD
POL0000466,4500067,S0057,PN00324,P600,SRC001023,2025-06-26,2025-07-17,2025-07-22,500,24.58,USD
POL0000467,4500067,S0051,PN00351,P400,SRC001089,2025-12-18,2026-03-03,2026-03-03,84,22.05,USD
POL0000468,4500067,S0045,PN00164,P500,SRC000497,2026-03-30,2026-04-30,2026-04-30,271,20.87,USD
POL0000469,4500067,S0023,PN00118,P200,SRC000352,2026-01-26,2026-02-03,2026-02-03,100,18.77,USD
POL0000470,4500068,S0008,PN00077,P300,SRC000235,2026-03-10,2026-04-11,2026-04-11,68,28.22,USD
